"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23","Pop24"
"Mean",0.661490566037736,0.645396226415094,0.584356589147287,0.633660377358491,0.536302158273381,0.467139072847682,0.617289256198347,0.695306930693069,0.507148936170213,0.688686868686869,0.609377358490566,0.431364161849711,0.486049689440994,0.416927374301676,0.5623125,0.39872,0.534944881889764,0.451987261146497,0.452465408805031,0.585295238095238,0.533328,0.727172413793103,0.657456310679612,0.554710743801653
"SE",0.00144949896001674,0.00158279311193096,0.00199410972340197,0.00186567836035896,0.00134603104476658,0.00121675338723076,0.00139694884542973,0.0014948671739108,0.00170412623042231,0.00184763230967816,0.00162345183557325,0.00107473089771696,0.000922754589154616,0.00111611706440723,0.0010733761241325,0.0010929205900423,0.00133454145708523,0.00105108231525487,0.00105084357953361,0.00144681320205657,0.00143065522777555,0.00192186248961724,0.00191305512824106,0.00121299918466686
