"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23","Pop24"
"Mean",0.792528301886792,0.772528301886792,0.727100775193798,0.76222641509434,0.674503597122302,0.587960264900662,0.771603305785124,0.874316831683168,0.647602836879433,0.856505050505051,0.710094339622641,0.55321387283237,0.614496894409938,0.531653631284916,0.705484375,0.50784,0.651511811023622,0.567528662420382,0.571383647798742,0.70367619047619,0.6708,0.859425287356322,0.806543689320388,0.679256198347107
"SE",0.00142416748216228,0.00158015409830053,0.00230572540736255,0.00184909518650574,0.00161288242792151,0.00142680713047298,0.00151783939006545,0.00120834747512134,0.0021692439411873,0.00144949715359881,0.00172176447624158,0.00114312619682488,0.00104117401184469,0.00112552944012652,0.00116912126355719,0.00126988354289149,0.00151822022449494,0.00115806805152417,0.00122048747529713,0.00156422475549383,0.00141791571327067,0.00155264737910399,0.00172082770035703,0.00124443015044222
