"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23","Pop24"
"Mean",0.823603773584906,0.803849056603774,0.759085271317829,0.790283018867925,0.710086330935252,0.61805298013245,0.807223140495868,0.922336633663366,0.688212765957447,0.898242424242424,0.735679245283019,0.583179190751445,0.645950310559006,0.560078212290503,0.744609375,0.539394285714286,0.677748031496063,0.595630573248408,0.602955974842767,0.735466666666667,0.704608,0.891816091954023,0.848582524271845,0.709322314049587
"SE",0.00145138772607794,0.00149771036120202,0.00222874828764235,0.00179995960389444,0.00159843620600508,0.00145200229072412,0.00143649277452291,0.00094353323907236,0.00223249171177724,0.00125870519273166,0.00172324392141783,0.00115287649724368,0.00111754195544546,0.00117157279378576,0.00108101097499047,0.00134445182493923,0.00150758852439012,0.00119422786909415,0.00119746018623708,0.00151588165774782,0.00150253115499929,0.0013569248985408,0.00156565489585934,0.00130816139791706
