"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23","Pop24"
"Mean",0.506981132075472,0.496603773584906,0.430651162790698,0.480924528301887,0.391654676258993,0.342556291390728,0.451289256198347,0.515366336633663,0.364921985815603,0.509777777777778,0.47511320754717,0.313445086705202,0.348807453416149,0.300279329608939,0.4141875,0.293165714285714,0.404125984251968,0.332738853503185,0.329836477987421,0.457657142857143,0.39504,0.576344827586207,0.493009708737864,0.41900826446281
"SE",0.00124541363346674,0.00135448926109783,0.00135682033196799,0.00142451684571593,0.0010573337019208,0.000931999131640998,0.00113301891646558,0.00134943425016104,0.0011533200951255,0.0016757022898673,0.00127587121778103,0.000793984516570779,0.000714164532687085,0.000829738120530693,0.000852648054539398,0.000871380333104243,0.0012099694004792,0.00079870296538427,0.000826757933566371,0.00116065005413436,0.00131602608230179,0.00162796084651684,0.00161710054538503,0.00113635046192954
