"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23","Pop24"
"Mean",0.368452830188679,0.366943396226415,0.31462015503876,0.360566037735849,0.281625899280576,0.248238410596026,0.321487603305785,0.377366336633663,0.264354609929078,0.372080808080808,0.35577358490566,0.225109826589595,0.247242236024845,0.214357541899441,0.29953125,0.212742857142857,0.292897637795276,0.241745222929936,0.234842767295597,0.349733333333333,0.291504,0.44064367816092,0.356718446601942,0.306396694214876
"SE",0.000939879253733231,0.00085024095732655,0.000744495063047152,0.000732896261150645,0.000678671890568742,0.000638999351242772,0.000586139807846173,0.000931520141398229,0.00065582515157252,0.00114475669474904,0.000585347643662706,0.00058074266926251,0.000466956507864696,0.000542015366627763,0.000638820455036112,0.000446973929705808,0.000729814377206897,0.000528529607987466,0.000506817864461626,0.000538058627600961,0.000957897229458572,0.000955893477239116,0.000815822532630974,0.000593395262134914
