"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23","Pop24"
"Mean",0.874094339622641,0.851169811320755,0.824139534883721,0.844830188679245,0.767381294964029,0.66676821192053,0.871388429752066,1,0.751120567375887,0.969030303030303,0.77722641509434,0.636,0.702857142857143,0.611877094972067,0.806828125,0.586982857142857,0.725685039370079,0.64340127388535,0.652490566037736,0.790095238095238,0.758384,0.940620689655172,0.905922330097087,0.761421487603306
"SE",0.00133565241179453,0.00142878668295049,0.00226241292613471,0.00174247151524052,0.00163795999670065,0.00138664545494681,0.00134202891264058,0,0.00238856492157383,0.000780280797623172,0.00159909058075674,0.00114100533356334,0.00109349920120435,0.0011878975521894,0.00110479478371415,0.00129854818054756,0.00167585450633266,0.0012246130117747,0.00120683628869618,0.00141879788063676,0.00141871582679351,0.00107274751908021,0.00146293671970822,0.00125998882451022
