"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23","Pop24"
"Mean",0.592905660377358,0.584471698113208,0.52062015503876,0.564,0.473856115107914,0.409748344370861,0.54198347107438,0.616594059405941,0.443049645390071,0.611252525252525,0.551735849056604,0.37793063583815,0.425155279503106,0.364033519553073,0.494296875,0.351085714285714,0.478692913385827,0.398191082802548,0.396918238993711,0.529009523809524,0.469616,0.665379310344828,0.587456310679612,0.495586776859504
"SE",0.00138820676810295,0.0015280759348741,0.00186666875175458,0.00173560244252887,0.00122585698226047,0.00106280025558483,0.00122902957042347,0.00150722847371969,0.0014649043394748,0.00182504031332176,0.0014713393452561,0.000975099555454397,0.000875373799601217,0.000993703682125544,0.00100958538340574,0.000988300958053684,0.00140198465798387,0.000897596793535884,0.000981868476468255,0.00146924222631561,0.00132057901917749,0.00178034414811148,0.0016782257951325,0.00113820656708921
