"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23","Pop24"
"Mean",0.850433962264151,0.826679245283019,0.79231007751938,0.818547169811321,0.740906474820144,0.645298013245033,0.841933884297521,0.962316831683168,0.717276595744681,0.936343434343434,0.756509433962264,0.610520231213873,0.675888198757764,0.586983240223464,0.775515625,0.562891428571429,0.70392125984252,0.621057324840764,0.629069182389937,0.761428571428571,0.7296,0.918390804597701,0.873825242718447,0.737355371900826
"SE",0.0014850304978482,0.00147084662399946,0.00242621277496309,0.00181761704077533,0.00162522548193287,0.00143772778611821,0.00142205117902202,0.000686699776053979,0.00235126257045732,0.00107032812506054,0.00159958661548568,0.00118680966941678,0.00100456248903975,0.0012070085369455,0.00110481249762281,0.0013350545132509,0.00158265742111647,0.00115463585377816,0.00121037905316177,0.00142933465631578,0.00145930502030404,0.00127812419626593,0.00160375128989685,0.0012381281927914
