"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15"
"Mean",0.961149779735683,0.973417607223476,0.977243362831858,0.972275109170306,0.970076595744681,0.993719457013575,0.972285714285714,0.976625,0.977227979274611,0.96273275862069,0.968507658643326,0.988808184143222,0.96768669527897,0.983923937360179,0.9635
"SE",0.000490795215373985,0.000362351229568985,0.000359178688721308,0.000483513158321038,0.00035525905425224,0.000189095061042075,0.00036378923585059,0.000413537264387967,0.00070071909498525,0.000846590799914621,0.000475047265456518,0.000358243365237337,0.000309779017903896,0.000265106748036101,0.000324964520355588
