"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15"
"Mean",0.934004405286344,0.95320993227991,0.958061946902655,0.9502096069869,0.944612765957447,0.975475113122172,0.950081023454158,0.959240384615385,0.966901554404145,0.936443965517241,0.946875273522976,0.978271099744246,0.942841201716738,0.965091722595078,0.942144736842105
"SE",0.000592415970855076,0.000467971401887318,0.000462699472674033,0.000623821819501378,0.000528900133476341,0.000400877852559578,0.000454189126344898,0.000519818329099175,0.00075838639491949,0.00104104971336335,0.000539141340055816,0.00048883930000184,0.000391627192871366,0.00039202766186507,0.000391851099088321
