"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15"
"Mean",0.920013215859031,0.941702031602709,0.946867256637168,0.941720524017467,0.931391489361702,0.964407239819005,0.940132196162047,0.951399038461539,0.96039378238342,0.923568965517241,0.937238512035011,0.973401534526854,0.930690987124464,0.953888143176734,0.931219298245614
"SE",0.000624804634687216,0.000510166020065485,0.00049819995611631,0.000707086636184026,0.000589774957973639,0.000496505433769093,0.000518637440080138,0.000555615119948457,0.000764456178534436,0.00113494754874084,0.000590450392241938,0.000485476054222342,0.000434879221264063,0.000440212255565035,0.000399444170829254
