"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15"
"Mean",0.84331718061674,0.878483069977427,0.878853982300885,0.872069868995633,0.853846808510638,0.892719457013575,0.87054157782516,0.896370192307692,0.918367875647668,0.854991379310345,0.871549234135667,0.925324808184143,0.85943347639485,0.886693512304251,0.866929824561404
"SE",0.000763833338464319,0.000719274689810116,0.000649082853124093,0.0010936769965743,0.000887492315347497,0.000817401794299195,0.000740581337696837,0.000698807700656418,0.00099623290793901,0.00149058710334794,0.000827122342279142,0.000797429265684034,0.000557092280836485,0.000721093958783938,0.000589433899876766
