"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15"
"Mean",0.878471365638766,0.909435665914221,0.911398230088496,0.904008733624454,0.889714893617021,0.92562443438914,0.902417910447761,0.924149038461539,0.938751295336788,0.888241379310345,0.901671772428884,0.949575447570333,0.892420600858369,0.919440715883669,0.897390350877193
"SE",0.000744519301688607,0.000643168814373652,0.000568681059313983,0.00093824168791211,0.000762539001693816,0.00069922050213463,0.000654257009662464,0.000637062939694897,0.000970186190411175,0.00134304288357216,0.000707188729476436,0.000639097505930916,0.000486684795476105,0.00060899443754849,0.000534920512392529
