"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15"
"Mean",0.968255506607929,0.977322799097065,0.981694690265487,0.976698689956332,0.975217021276596,0.997393665158371,0.976904051172708,0.981586538461538,0.980735751295337,0.969784482758621,0.973146608315098,0.991427109974425,0.97280686695279,0.987413870246085,0.968763157894737
"SE",0.000451410279671308,0.000351218499310899,0.000302014393708855,0.000435458904854483,0.000293758188645709,0.000106652948485545,0.000339187875110452,0.000358207039084554,0.000668861156454708,0.000760431421687962,0.000468986058616997,0.00028591001340979,0.000283422046614587,0.000235510155269356,0.000321913272556708
