"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15"
"Mean",0.945502202643172,0.96093453724605,0.965030973451327,0.959502183406113,0.954948936170213,0.982751131221719,0.959334754797441,0.966389423076923,0.972284974093264,0.948034482758621,0.955400437636762,0.983283887468031,0.952828326180257,0.973064876957494,0.950320175438596
"SE",0.000543873633371776,0.000432904408185067,0.000408837502049643,0.000552014252396863,0.00046485791690995,0.000332821725349508,0.000446833575300003,0.000486107016660048,0.000723245663941093,0.000970537348065371,0.000531427440015008,0.000442782980413274,0.000336331759557824,0.000339240111094462,0.0003755524711306
