"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15"
"Mean",0.903709251101322,0.92827539503386,0.932977876106195,0.925986899563319,0.913136170212766,0.948683257918552,0.925356076759062,0.940389423076923,0.950176165803109,0.90885775862069,0.921260393873085,0.964593350383632,0.915836909871245,0.940595078299776,0.917421052631579
"SE",0.000641420464889444,0.000591332055022128,0.000516260159185667,0.000787805988224161,0.000648518381442277,0.000565732139084504,0.000577358866742055,0.000567643295410602,0.000816432114372843,0.00127336586684017,0.000632284701823611,0.000559389507859377,0.000444807549513274,0.00051537872061889,0.000448479517348375
