"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15"
"Mean",0.790308370044053,0.824085778781038,0.823013274336283,0.816606986899563,0.790676595744681,0.834846153846154,0.813014925373134,0.849519230769231,0.875580310880829,0.803943965517241,0.816560175054705,0.880670076726343,0.801892703862661,0.831324384787472,0.81044298245614
"SE",0.000817211199675917,0.000890528390989091,0.000663598543502646,0.00138574844415314,0.0011168068494914,0.00102709994591179,0.000822820576748052,0.000978798191401726,0.0014805781752171,0.00182551774097476,0.000921832004001735,0.000993222443523152,0.00065217157923731,0.000794897417956086,0.000661548031442498
