"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15"
"Mean",0.974202643171806,0.980993227990971,0.98516814159292,0.980218340611354,0.97996170212766,1,0.981223880597015,0.984610576923077,0.984699481865285,0.973599137931034,0.977269146608315,0.993401534526854,0.977716738197425,0.991190156599553,0.973618421052632
"SE",0.000394132504495544,0.000312374074097786,0.000286983837471904,0.000401535691213446,0.000264424885516569,0,0.000314556797922321,0.000314334390242902,0.000648349854871653,0.00071978268807536,0.000446508481464801,0.000258446487581847,0.000268096996970447,0.000206269740213543,0.000290844200129909
