"Npop2","Npop4","Npop5","Npop6","Npop7","Npop8","Npop9","Npop10","Npop11","Npop12","Npop13","Npop14","Npop15","Npop16","Npop17","Npop18","Npop19","Npop20","Npop21","Npop22","Npop23","Npop24","Npop25","Npop26","Npop27","Npop28","Npop29","Npop30","Npop31","Npop32","Npop33","Npop34","Npop35","Npop36","Npop37","Npop38","Npop39","Npop40","Npop41","Npop42","Npop43","Npop44","Npop45","Npop46","Npop47","Npop48"
0.0887,0.0407,0.0374,0.0519,0.0447,0.04,0.0366,0.0494,0.0447,0.0422,0.0409,0.0394,0.0378,0.0403,0.0423,0.0411,0.0405,0.0401,0.0388,0.0383,0.0381,0.0462,0.0447,0.0445,0.0428,0.0415,0.0411,0.0398,0.0401,0.0398,0.0412,0.0414,0.0416,0.0411,0.0399,0.0395,0.039,0.0383,0.0387,0.039,0.0389,0.0385,0.0378,0.0376,0.04,0.0407
