"Npop2","Npop4","Npop5","Npop6","Npop7","Npop8","Npop9","Npop10","Npop11","Npop12","Npop13","Npop14","Npop15","Npop16","Npop17","Npop18","Npop19","Npop20","Npop21","Npop22","Npop23","Npop24","Npop25","Npop26","Npop27","Npop28","Npop29","Npop30","Npop31","Npop32","Npop33","Npop34","Npop35","Npop36","Npop37","Npop38","Npop39","Npop40","Npop41","Npop42","Npop43","Npop44","Npop45","Npop46","Npop47","Npop48"
-0.0559,-0.1202,-0.1226,-0.1183,-0.1207,-0.1211,-0.118,-0.1185,-0.1107,-0.1002,-0.1007,-0.0936,-0.0953,-0.1001,-0.0964,-0.0946,-0.0975,-0.0972,-0.0936,-0.0968,-0.093,-0.0931,-0.0939,-0.0903,-0.0846,-0.0814,-0.0832,-0.0838,-0.0842,-0.0851,-0.0849,-0.0837,-0.0848,-0.0887,-0.0891,-0.0886,-0.089,-0.0868,-0.0855,-0.0854,-0.0833,-0.0822,-0.081,-0.0797,-0.0802,-0.0813
