"Npop2","Npop3","Npop4","Npop5","Npop6","Npop7","Npop8","Npop9","Npop10"
0.872968980797637,0.92466765140325,0.949778434268833,0.955686853766617,0.96602658788774,0.977843426883309,0.968980797636632,0.982274741506647,0.986706056129985
0.884785819793205,0.896602658788774,0.948301329394387,0.967503692762186,0.95864106351551,0.97341211225997,0.97341211225997,0.983751846381093,0.985228951255539
0.853766617429838,0.92466765140325,0.946824224519941,0.970457902511078,0.949778434268833,0.97341211225997,0.976366322008863,0.979320531757755,0.982274741506647
0.850812407680945,0.914327917282127,0.936484490398818,0.960118168389956,0.97341211225997,0.968980797636632,0.979320531757755,0.982274741506647,0.980797636632201
0.867060561299852,0.889217134416544,0.946824224519941,0.951255539143279,0.970457902511078,0.971935007385524,0.968980797636632,0.977843426883309,0.986706056129985
0.831610044313146,0.914327917282127,0.940915805022157,0.95864106351551,0.964549483013294,0.97341211225997,0.977843426883309,0.976366322008863,0.986706056129985
0.865583456425406,0.906942392909897,0.940915805022157,0.942392909896603,0.95864106351551,0.979320531757755,0.983751846381093,0.979320531757755,0.991137370753324
0.893648449039882,0.948301329394387,0.930576070901034,0.949778434268833,0.976366322008863,0.97341211225997,0.986706056129985,0.985228951255539,0.989660265878877
0.867060561299852,0.918759231905465,0.960118168389956,0.954209748892171,0.968980797636632,0.979320531757755,0.979320531757755,0.982274741506647,0.983751846381093
0.895125553914328,0.933530280649926,0.917282127031019,0.963072378138848,0.963072378138848,0.976366322008863,0.977843426883309,0.971935007385524,0.983751846381093
0.855243722304284,0.930576070901034,0.930576070901034,0.961595273264402,0.961595273264402,0.983751846381093,0.977843426883309,0.980797636632201,0.980797636632201
0.871491875923191,0.911373707533235,0.946824224519941,0.949778434268833,0.982274741506647,0.977843426883309,0.976366322008863,0.983751846381093,0.988183161004431
0.901033973412112,0.920236336779911,0.942392909896603,0.967503692762186,0.963072378138848,0.963072378138848,0.968980797636632,0.982274741506647,0.983751846381093
0.899556868537666,0.909896602658789,0.937961595273264,0.940915805022157,0.955686853766617,0.970457902511078,0.97341211225997,0.977843426883309,0.991137370753324
0.89069423929099,0.926144756277696,0.949778434268833,0.964549483013294,0.95864106351551,0.97341211225997,0.977843426883309,0.986706056129985,0.985228951255539
0.868537666174298,0.917282127031019,0.927621861152142,0.946824224519941,0.960118168389956,0.976366322008863,0.970457902511078,0.979320531757755,0.988183161004431
0.847858197932053,0.936484490398818,0.942392909896603,0.964549483013294,0.960118168389956,0.976366322008863,0.968980797636632,0.988183161004431,0.980797636632201
0.881831610044313,0.912850812407681,0.951255539143279,0.967503692762186,0.961595273264402,0.968980797636632,0.979320531757755,0.976366322008863,0.977843426883309
0.859675036927622,0.920236336779911,0.93205317577548,0.955686853766617,0.955686853766617,0.961595273264402,0.982274741506647,0.986706056129985,0.988183161004431
0.86410635155096,0.920236336779911,0.940915805022157,0.942392909896603,0.967503692762186,0.971935007385524,0.989660265878877,0.974889217134417,0.980797636632201
0.872968980797637,0.884785819793205,0.929098966026588,0.955686853766617,0.963072378138848,0.983751846381093,0.97341211225997,0.988183161004431,0.986706056129985
0.901033973412112,0.909896602658789,0.92466765140325,0.954209748892171,0.952732644017725,0.977843426883309,0.977843426883309,0.970457902511078,0.985228951255539
0.871491875923191,0.936484490398818,0.920236336779911,0.949778434268833,0.951255539143279,0.970457902511078,0.980797636632201,0.980797636632201,0.989660265878877
0.884785819793205,0.920236336779911,0.937961595273264,0.955686853766617,0.971935007385524,0.967503692762186,0.988183161004431,0.982274741506647,0.982274741506647
0.872968980797637,0.905465288035451,0.945347119645495,0.967503692762186,0.971935007385524,0.974889217134417,0.974889217134417,0.986706056129985,0.985228951255539
0.89069423929099,0.89807976366322,0.937961595273264,0.929098966026588,0.961595273264402,0.977843426883309,0.970457902511078,0.983751846381093,0.991137370753324
0.86410635155096,0.937961595273264,0.93205317577548,0.955686853766617,0.971935007385524,0.96602658788774,0.979320531757755,0.979320531757755,0.986706056129985
0.858197932053176,0.930576070901034,0.930576070901034,0.963072378138848,0.960118168389956,0.982274741506647,0.977843426883309,0.980797636632201,0.989660265878877
0.917282127031019,0.923190546528804,0.936484490398818,0.95864106351551,0.949778434268833,0.968980797636632,0.985228951255539,0.989660265878877,0.985228951255539
0.850812407680945,0.926144756277696,0.935007385524372,0.949778434268833,0.961595273264402,0.967503692762186,0.971935007385524,0.989660265878877,0.99261447562777
0.884785819793205,0.905465288035451,0.933530280649926,0.963072378138848,0.964549483013294,0.97341211225997,0.977843426883309,0.989660265878877,0.991137370753324
0.877400295420975,0.920236336779911,0.917282127031019,0.964549483013294,0.970457902511078,0.96602658788774,0.970457902511078,0.983751846381093,0.988183161004431
0.867060561299852,0.926144756277696,0.926144756277696,0.960118168389956,0.964549483013294,0.97341211225997,0.982274741506647,0.982274741506647,0.99261447562777
0.877400295420975,0.912850812407681,0.943870014771049,0.93943870014771,0.964549483013294,0.97341211225997,0.982274741506647,0.986706056129985,0.986706056129985
0.874446085672083,0.936484490398818,0.951255539143279,0.96602658788774,0.963072378138848,0.964549483013294,0.976366322008863,0.989660265878877,0.979320531757755
0.874446085672083,0.915805022156573,0.952732644017725,0.951255539143279,0.952732644017725,0.976366322008863,0.96602658788774,0.991137370753324,0.994091580502216
0.902511078286558,0.908419497784343,0.926144756277696,0.960118168389956,0.95864106351551,0.977843426883309,0.980797636632201,0.970457902511078,0.99261447562777
0.884785819793205,0.911373707533235,0.957163958641064,0.948301329394387,0.967503692762186,0.967503692762186,0.968980797636632,0.985228951255539,0.986706056129985
0.889217134416544,0.933530280649926,0.93943870014771,0.946824224519941,0.971935007385524,0.976366322008863,0.976366322008863,0.982274741506647,0.977843426883309
0.909896602658789,0.893648449039882,0.945347119645495,0.95864106351551,0.970457902511078,0.974889217134417,0.980797636632201,0.980797636632201,0.983751846381093
0.896602658788774,0.906942392909897,0.929098966026588,0.977843426883309,0.971935007385524,0.980797636632201,0.979320531757755,0.986706056129985,0.985228951255539
0.89069423929099,0.918759231905465,0.921713441654357,0.964549483013294,0.96602658788774,0.967503692762186,0.976366322008863,0.977843426883309,0.988183161004431
0.886262924667651,0.905465288035451,0.943870014771049,0.95864106351551,0.964549483013294,0.968980797636632,0.970457902511078,0.985228951255539,0.977843426883309
0.858197932053176,0.923190546528804,0.93205317577548,0.952732644017725,0.955686853766617,0.971935007385524,0.974889217134417,0.983751846381093,0.982274741506647
0.838995568685377,0.933530280649926,0.920236336779911,0.951255539143279,0.963072378138848,0.983751846381093,0.97341211225997,0.982274741506647,0.985228951255539
