"Npop2","Npop3","Npop4","Npop5","Npop6","Npop7","Npop8","Npop9","Npop10","Npop11","Npop12","Npop13","Npop14","Npop15"
0.979674796747967,0.997967479674797,1,1,1,1,1,1,1,1,1,1,1,1
