"Npop2","Npop3","Npop4","Npop5","Npop6","Npop7","Npop8","Npop9","Npop10","Npop11","Npop12","Npop13","Npop14","Npop15"
0.054,0.0569,0.0404,0.0483,0.0594,0.0623,0.0729,0.0714,0.0569,0.0458,0.0436,0.0412,0.0417,0.0374
