"Npop2","Npop3","Npop4","Npop5","Npop6","Npop7","Npop8","Npop9","Npop10","Npop11","Npop12","Npop13","Npop14","Npop15"
0.0884,0.0803,0.08,0.0726,0.0594,0.0623,0.0462,0.0578,0.0443,0.0421,0.0367,0.0386,0.0367,0.0374
