"Npop2","Npop3","Npop4","Npop5","Npop6","Npop7","Npop8","Npop9","Npop10","Npop11","Npop12","Npop13","Npop14","Npop15"
0.1813,0.1853,0.1987,0.1914,0.1742,0.1732,0.1631,0.1587,0.1674,0.1843,0.1782,0.1731,0.1842,0.1997
