"Npop2","Npop3","Npop4","Npop5","Npop6","Npop7","Npop8","Npop9","Npop10","Npop11","Npop12","Npop13","Npop14","Npop15"
0.1743,0.1808,0.1757,0.156,0.1742,0.1732,0.1937,0.1841,0.1896,0.1822,0.1782,0.1731,0.1906,0.1997
