"Npop2","Npop3","Npop4","Npop5","Npop6","Npop7","Npop8","Npop9","Npop10","Npop11","Npop12"
0.1373,0.1479,0.1339,0.1428,0.1337,0.1193,0.1113,0.116,0.1457,0.1392,0.1345
