"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8"
"Mean",0.7434,0.832838709677419,0.8502,0.835212121212121,0.858965517241379,0.822,0.830071428571429,0.83832
"SE",0.00317301371444627,0.00191407340240013,0.00232801378545304,0.00284104311337479,0.00222303159451518,0.00237129332499181,0.00262486038275484,0.00244489472584013
