"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8"
"Mean",0.3649,0.450516129032258,0.492533333333333,0.425575757575758,0.503172413793103,0.482,0.477857142857143,0.4916
"SE",0.00238481754216519,0.00155319302859549,0.00199856550648784,0.00221332420489803,0.00254845923281823,0.00295057892517717,0.00234951572067795,0.00205877563474713
