"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8"
"Mean",0.69705,0.794064516129032,0.8164,0.787030303030303,0.835310344827586,0.784551724137931,0.793785714285714,0.80592
"SE",0.00319617365800174,0.00200124455843514,0.00246188310109835,0.00291302036187544,0.00251091612128822,0.00268014990358813,0.00259916609511676,0.00256887240065007
