"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8"
"Mean",0.45725,0.552645161290323,0.5918,0.535757575757576,0.607862068965517,0.569931034482759,0.574,0.58976
"SE",0.00263177268298571,0.00173923504297657,0.0023919463327931,0.00257158364245287,0.00259666234739223,0.00341048184794717,0.00255347295300201,0.00228646904229266
