"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8"
"Mean",0.5233,0.636,0.673133333333333,0.620787878787879,0.688551724137931,0.647724137931034,0.645428571428571,0.67032
"SE",0.00276849220663458,0.00205207480170843,0.00239700510829673,0.00286415338444743,0.00255846312458602,0.00337541149178739,0.00263039556317684,0.00241799267516556
