"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8"
"Mean",0.7859,0.865870967741936,0.8754,0.856727272727273,0.889862068965517,0.848137931034483,0.863857142857143,0.86624
"SE",0.0029597127900523,0.00184989503839185,0.00212363149641746,0.00265066387535443,0.00226469431057601,0.00215271935579002,0.00233918805236899,0.00230267875721253
