"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8"
"Mean",0.2375,0.300451612903226,0.3376,0.284060606060606,0.349172413793103,0.338758620689655,0.323,0.32816
"SE",0.00184779020922686,0.000978780750283265,0.00143408269858218,0.00176149146151335,0.00170091750733949,0.00187859333615203,0.00218401171271156,0.00172347600478746
