"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8"
"Mean",0.5854,0.700774193548387,0.734933333333333,0.686060606060606,0.742689655172414,0.702758620689655,0.704285714285714,0.72088
"SE",0.00305160688969245,0.00205028549442439,0.00248697161894636,0.00300236100325668,0.00273038378320217,0.00314376563423767,0.00261616147181154,0.00234671373001935
