"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23","Pop24","Pop25","Pop26","Pop27","Pop28","Pop29","Pop30","Pop31","Pop32","Pop33","Pop34","Pop35","Pop36","Pop37","Pop38","Pop39","Pop40","Pop41","Pop42","Pop43","Pop44","Pop45","Pop46","Pop47","Pop48"
"Mean",0.861185185185185,0.91984,0.92368,0.828928571428571,0.88608,0.94432,0.850571428571429,0.95895652173913,0.921916666666667,0.843111111111111,0.873,0.793133333333333,0.848357142857143,0.891,0.899076923076923,0.869703703703704,0.89752,0.88856,0.876888888888889,0.89437037037037,0.851851851851852,0.900153846153846,0.851703703703704,0.846758620689655,0.827161290322581,0.838571428571429,0.95192,0.824148148148148,0.892428571428571,0.87,0.8565,0.960230769230769,0.895862068965517,0.822357142857143,0.97125,0.880666666666667,0.875806451612903,0.854,0.887142857142857,0.8489375,0.886538461538461,0.876733333333333,0.848533333333333,0.90837037037037,0.8592,0.888133333333333,0.8265,0.887724137931034
"SE",0.0023238684375494,0.00156103249322036,0.00155233201002191,0.00169343592923122,0.00175528609021921,0.00206533445543952,0.00218171655381288,0.00116921309447745,0.00160251885759058,0.00219477845950723,0.00190394055165041,0.00228632093454098,0.0020731850357324,0.00173074268174146,0.00185969546709095,0.00241048909519307,0.00190697990149067,0.0019087008875558,0.00219648121272911,0.00184187619669216,0.00188167187890864,0.00208951699561788,0.00241635969724138,0.00194456105301055,0.00198307890323182,0.00172313775234296,0.00180242188438184,0.00181965327772534,0.00249322012242642,0.00250474989447323,0.00209537770965152,0.00119392894145752,0.00176787857775047,0.00194588300687758,0.00127316543850394,0.00230380205240864,0.00213970920038803,0.00296415194332579,0.00186887658369526,0.00193562437496067,0.00187309804401848,0.0021327550151332,0.00193415549284346,0.00158452245459027,0.00160286983774942,0.00185973519829931,0.0018279072706185,0.00168143085220337
