"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23","Pop24","Pop25","Pop26","Pop27","Pop28","Pop29","Pop30","Pop31","Pop32","Pop33","Pop34","Pop35","Pop36","Pop37","Pop38","Pop39","Pop40","Pop41","Pop42","Pop43","Pop44","Pop45","Pop46","Pop47","Pop48"
"Mean",0.890814814814815,0.94464,0.94416,0.8625,0.90768,0.95824,0.881214285714286,0.969826086956522,0.942833333333333,0.865925925925926,0.901076923076923,0.8286,0.874071428571429,0.919153846153846,0.930153846153846,0.899851851851852,0.92512,0.9128,0.911777777777778,0.925407407407407,0.884074074074074,0.929923076923077,0.886222222222222,0.884344827586207,0.86258064516129,0.872285714285714,0.97424,0.847777777777778,0.923571428571429,0.897285714285714,0.890357142857143,0.971692307692308,0.923862068965517,0.854428571428571,0.983333333333333,0.9142,0.912129032258065,0.887225806451613,0.9135,0.8850625,0.910230769230769,0.9052,0.882866666666667,0.932148148148148,0.8908,0.913333333333333,0.8595,0.921172413793103
"SE",0.00226686157729419,0.00147284736436517,0.00142711671710778,0.00184485518531373,0.0016770390932356,0.00178532337662347,0.00215435174529992,0.00104518317922655,0.00155792555722714,0.002179252539361,0.00170517968576,0.00234130521009977,0.00195113037438379,0.00167251270234065,0.00185612128656752,0.00233795470477453,0.00174311448166561,0.00176139860625021,0.00191933453477185,0.00173402644577113,0.00188247521637972,0.00217129130587004,0.00235344286074808,0.00191107636374549,0.0019717760195493,0.00170120979309799,0.00142495817890324,0.00192920890163646,0.0023060308787982,0.00235875808940778,0.00182927124366298,0.00112418059130798,0.00172775241335937,0.0018047397595695,0.00100792893119981,0.00187360814516535,0.00184469551327155,0.00307623503156588,0.00167980824989365,0.0018036677555039,0.00181436521140238,0.00197719350187159,0.00202511727505674,0.00157970252133568,0.00162357383077208,0.00168823716755445,0.00183575324593474,0.00177903347983816
