"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23","Pop24","Pop25","Pop26","Pop27","Pop28","Pop29","Pop30","Pop31","Pop32","Pop33","Pop34","Pop35","Pop36","Pop37","Pop38","Pop39","Pop40","Pop41","Pop42","Pop43","Pop44","Pop45","Pop46","Pop47","Pop48"
"Mean",0.876,0.93712,0.94024,0.851857142857143,0.9012,0.95408,0.873857142857143,0.967304347826087,0.937,0.859481481481482,0.890846153846154,0.812333333333333,0.864428571428571,0.912230769230769,0.922,0.892962962962963,0.91944,0.9036,0.903037037037037,0.91637037037037,0.873259259259259,0.918615384615385,0.877481481481481,0.875310344827586,0.852258064516129,0.861428571428571,0.96552,0.840666666666667,0.914,0.885857142857143,0.878785714285714,0.968,0.91351724137931,0.845642857142857,0.980083333333333,0.905866666666667,0.904064516129032,0.876064516129032,0.907642857142857,0.8755,0.903615384615385,0.893533333333333,0.871,0.924740740740741,0.884066666666667,0.9062,0.848125,0.911379310344828
"SE",0.0023928735876048,0.00141542150473707,0.00149598152443233,0.00179328198898349,0.00160669940123592,0.00184540462676155,0.00217633924212895,0.00117830171744026,0.0015626527981401,0.00206257748287684,0.00166555005620338,0.00236367334484697,0.0020414401320559,0.00168212740192796,0.00189177233713926,0.00238770060151631,0.00180296260313313,0.00187283074248047,0.00197022125001246,0.00182789822372253,0.00180708603183059,0.00214673228945658,0.00239186241192997,0.00194068489010376,0.00189586005413989,0.00179577754215286,0.00157633399307235,0.00185132925157732,0.00238082259403873,0.00229780476809499,0.00197808894537968,0.00115727869269269,0.00180148263067833,0.00189867185357932,0.00113996912887373,0.00208750030833454,0.00195740596462558,0.0030363376097361,0.00168792052609868,0.00183455886044162,0.00184315503321231,0.0020527251873358,0.0020003896302724,0.0015186606208391,0.00162473367634147,0.00169574105987647,0.00176754552540203,0.001798281409241
