"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23","Pop24","Pop25","Pop26","Pop27","Pop28","Pop29","Pop30","Pop31","Pop32","Pop33","Pop34","Pop35","Pop36","Pop37","Pop38","Pop39","Pop40","Pop41","Pop42","Pop43","Pop44","Pop45","Pop46","Pop47","Pop48"
"Mean",0.785851851851852,0.84872,0.86296,0.758285714285714,0.80984,0.87696,0.764142857142857,0.908,0.855583333333333,0.778592592592593,0.804,0.717133333333333,0.7715,0.812230769230769,0.825923076923077,0.796962962962963,0.8264,0.82432,0.792740740740741,0.812888888888889,0.773703703703704,0.825153846153846,0.774592592592593,0.769724137931034,0.726967741935484,0.766785714285714,0.878,0.774,0.789071428571429,0.790214285714286,0.787071428571429,0.896,0.81551724137931,0.749857142857143,0.89975,0.788933333333333,0.773290322580645,0.752193548387097,0.805571428571429,0.746125,0.820384615384615,0.7826,0.7606,0.836074074074074,0.782,0.802,0.7386875,0.822068965517241
"SE",0.00208834725747955,0.00166296545611039,0.00177673587816578,0.00196734205135892,0.00192649203037183,0.00254134485407523,0.00245151753896125,0.00199493621579572,0.00207441645517027,0.00184740503728503,0.00200701949677576,0.00193285415479305,0.00190759016811226,0.00197822573281158,0.00193676644402336,0.0024489566078067,0.00199751348437013,0.00205911512796649,0.00211341010632857,0.00227412602924395,0.00201288967628002,0.00200487660084844,0.00241101819435615,0.00203055352137614,0.00217508859771564,0.001650011184979,0.00234806874978298,0.00179156373270664,0.00268538069512145,0.00211507662723943,0.00207014481874329,0.00180612794696796,0.00184949570753561,0.0021497550966526,0.00218256014906238,0.00250662715470785,0.00221993236287718,0.0027034874765951,0.00200383053076877,0.00205631359505363,0.00229267763316715,0.00215494026252937,0.0018378222811332,0.001837713414867,0.00166459457030844,0.00170425221663417,0.00198972459033676,0.00183325500327403
