"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23","Pop24","Pop25","Pop26","Pop27","Pop28","Pop29","Pop30","Pop31","Pop32","Pop33","Pop34","Pop35","Pop36","Pop37","Pop38","Pop39","Pop40","Pop41","Pop42","Pop43","Pop44","Pop45","Pop46","Pop47","Pop48"
"Mean",0.712444444444444,0.76272,0.78224,0.686714285714286,0.73904,0.78704,0.675357142857143,0.833304347826087,0.772083333333333,0.706296296296296,0.715307692307692,0.6462,0.692071428571429,0.721307692307692,0.740769230769231,0.726296296296296,0.7456,0.7532,0.705481481481481,0.713481481481481,0.692814814814815,0.738538461538462,0.693259259259259,0.689793103448276,0.626838709677419,0.684285714285714,0.7772,0.707481481481481,0.683571428571429,0.715071428571429,0.702928571428571,0.789692307692308,0.729655172413793,0.676714285714286,0.793833333333333,0.6922,0.674774193548387,0.651290322580645,0.7105,0.65275,0.737538461538462,0.690866666666667,0.6652,0.743185185185185,0.689733333333333,0.7102,0.654125,0.736206896551724
"SE",0.00206573377966476,0.00232051131121806,0.00234216486877954,0.00225424769115136,0.00224611818339721,0.00249602425351764,0.00280308691001604,0.00253955901045284,0.00252540807146298,0.00204217552611287,0.00255403475393871,0.00209387991791931,0.00243684072355058,0.00239907202812898,0.00234844040940949,0.00268264057851302,0.00217133816316982,0.00235733622297208,0.00235045070358786,0.00260169749216765,0.00221178428893924,0.00211799032307062,0.00238111524079585,0.00215227654244206,0.00249843853400849,0.00208848863872369,0.00291666485351599,0.00200584130389114,0.00321845802304972,0.00220697795809034,0.00245448319428189,0.00257747808826121,0.00215803486226373,0.0026663386094612,0.00288077689674772,0.00266902200591288,0.00259421572499925,0.00266973226022891,0.00229177865352496,0.00271100980232396,0.00278109238733516,0.0021390766877159,0.00238849017712193,0.00228639136773948,0.00207472087549149,0.00210203112428735,0.0020385116653135,0.00205457645849021
