"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23","Pop24","Pop25","Pop26","Pop27","Pop28","Pop29","Pop30","Pop31","Pop32","Pop33","Pop34","Pop35","Pop36","Pop37","Pop38","Pop39","Pop40","Pop41","Pop42","Pop43","Pop44","Pop45","Pop46","Pop47","Pop48"
"Mean",0.849185185185185,0.91184,0.91696,0.817571428571429,0.87208,0.92664,0.8405,0.954521739130435,0.914916666666667,0.835851851851852,0.863846153846154,0.7796,0.835428571428571,0.882307692307692,0.891307692307692,0.85562962962963,0.88736,0.88064,0.866592592592593,0.885851851851852,0.841111111111111,0.886076923076923,0.842518518518519,0.837310344827586,0.816451612903226,0.827214285714286,0.94664,0.819851851851852,0.877142857142857,0.849142857142857,0.845142857142857,0.954769230769231,0.884965517241379,0.811428571428571,0.96275,0.8658,0.862258064516129,0.83741935483871,0.878571428571429,0.8326875,0.880692307692308,0.859466666666667,0.8366,0.891333333333333,0.850533333333333,0.871533333333333,0.8130625,0.878689655172414
"SE",0.00237900157947347,0.00159194767338301,0.00152175829112024,0.0018175209145299,0.00178956763063295,0.00216249243862127,0.0021973019509307,0.00124913492763561,0.00175397169941067,0.00209813109753503,0.00188642425846007,0.00209836912210695,0.0020439128281544,0.00168733942851972,0.00202242529572606,0.00222913642685462,0.00190360400725384,0.00208188599558122,0.00208381411607649,0.0020001319467926,0.00191777560499759,0.0022426447245217,0.0022590870807893,0.0019418706394798,0.00204523243983258,0.00178875778429125,0.00182122335506056,0.00182041452015288,0.00240691069448862,0.00242142901479314,0.00208647065179122,0.0012617497482549,0.00186208176245932,0.00194080321199362,0.00139428865716421,0.00227742153613732,0.00230015353454767,0.0031434307204457,0.00189711222765088,0.00197676215431434,0.00186047003011844,0.00212362520527267,0.00197535246679408,0.00167585236815495,0.00151423439784706,0.00176350847645121,0.00187983469871395,0.00186372671698336
