"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23"
"Mean",0.144266666666667,0.154463414634146,0.145755555555556,0.158909090909091,0.140752293577982,0.118280701754386,0.141478260869565,0.143876288659794,0.116320610687023,0.162585365853659,0.143291666666667,0.125745098039216,0.184794871794872,0.201939393939394,0.134452830188679,0.159585365853659,0.139456310679612,0.173125,0.142824742268041,0.16992,0.126576271186441,0.124216216216216,0.129860869565217
"SE",0.00105417986271723,0.00103098792631785,0.000901941024961704,0.0011042258203749,0.0010535869009955,0.000898704693623388,0.00113904802337367,0.000878811488025339,0.000901364697529721,0.00127352127716986,0.00112423896176612,0.000783100066916889,0.00130403585083496,0.00146677115442205,0.00108632028453623,0.00117983805035318,0.000925195871871088,0.000971716118230452,0.00106853338715745,0.0010328755854706,0.000864099363846975,0.000629850725951527,0.000917362336002078
