"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23"
"Mean",0.380266666666667,0.405,0.421066666666667,0.432909090909091,0.439174311926605,0.358578947368421,0.369565217391304,0.405649484536082,0.370580152671756,0.467634146341463,0.403145833333333,0.353254901960784,0.488487179487179,0.517212121212121,0.389830188679245,0.41180487804878,0.384271844660194,0.419075,0.411072164948454,0.402213333333333,0.387576271186441,0.370810810810811,0.3872
"SE",0.00256332375339848,0.00236418617160223,0.00167153478902744,0.00231529993511912,0.00200263900880284,0.00195725724560036,0.00233866431962744,0.0022792495101444,0.00157564681825065,0.00205419271444992,0.00213249832150884,0.00194792118541805,0.00231652472774622,0.00369678551876894,0.00209099864767196,0.00294124218970396,0.00202720671028944,0.00194724093128944,0.00173824051697341,0.00265933822671215,0.00184171370124486,0.00175044615248526,0.00189256170779737
