"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23"
"Mean",0.324711111111111,0.348024390243902,0.358555555555556,0.375454545454545,0.365559633027523,0.305894736842105,0.318869565217391,0.346350515463918,0.310961832061069,0.397707317073171,0.339375,0.296588235294118,0.422794871794872,0.455757575757576,0.330509433962264,0.349878048780488,0.330970873786408,0.364125,0.347711340206186,0.35048,0.330423728813559,0.312810810810811,0.320921739130435
"SE",0.00227186937018645,0.00195717936034426,0.00162864672827357,0.00209784428918208,0.00188233902247341,0.00187173934365981,0.0022726917933464,0.00195826720431703,0.00147181744818134,0.00194472132670251,0.00196647457113543,0.00176431813624301,0.00220057505154879,0.00345970769789782,0.00202454227234938,0.00268993282073644,0.00177685260037547,0.00169220887947782,0.00161975144051421,0.00229347221154428,0.00158349055825058,0.00156387935687818,0.00175565746519053
