"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23"
"Mean",0.292222222222222,0.318243902439024,0.323577777777778,0.339409090909091,0.328788990825688,0.270385964912281,0.285978260869565,0.317154639175258,0.274793893129771,0.358731707317073,0.308020833333333,0.266137254901961,0.386538461538462,0.416030303030303,0.301547169811321,0.316487804878049,0.29695145631068,0.334625,0.312494845360825,0.322426666666667,0.297271186440678,0.282972972972973,0.2928
"SE",0.00214090820998507,0.00191299376533524,0.00142565377320927,0.00194207062640838,0.00184438685546214,0.00189651344320006,0.00209096681107447,0.00191223688187654,0.00143777044075962,0.00205771967012679,0.00186811598109011,0.00159434375193408,0.00207943877518283,0.00323703033079662,0.00187154500097648,0.00254016411267314,0.00168746766092141,0.00170180375544423,0.00153527507095211,0.00211003274031929,0.00153634422290775,0.00135965481105027,0.00164677748262975
