"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23"
"Mean",0.46,0.481609756097561,0.5002,0.518386363636364,0.528660550458716,0.438456140350877,0.445652173913043,0.480824742268041,0.453923664122137,0.569439024390244,0.487625,0.427745098039216,0.578897435897436,0.609909090909091,0.474584905660377,0.494024390243902,0.462233009708738,0.4979,0.498845360824742,0.47592,0.46964406779661,0.447027027027027,0.466191304347826
"SE",0.00261899797624293,0.00257212560220699,0.0019001573582458,0.00245110244647188,0.00215492052045727,0.0020661283085209,0.00244323673232352,0.00223620823066373,0.00164372506138267,0.00224511211514823,0.0023345832669414,0.00207500160001343,0.00219313577809339,0.00377120176470445,0.00226548828680841,0.00308717212951728,0.00214766558496828,0.00195449997193158,0.00174333841970447,0.00289400759884742,0.00192695458493683,0.00182866468899973,0.00185733423443966
