"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23"
"Mean",0.226511111111111,0.245682926829268,0.244755555555556,0.261909090909091,0.243724770642202,0.201789473684211,0.221978260869565,0.240185567010309,0.203480916030534,0.271926829268293,0.231395833333333,0.201588235294118,0.300589743589744,0.319363636363636,0.227358490566038,0.249219512195122,0.22652427184466,0.2627,0.23760824742268,0.25704,0.219694915254237,0.211009009009009,0.223495652173913
"SE",0.00176230491053314,0.00164329815224817,0.0011911929303198,0.00170288952175349,0.00164472583275029,0.00142626404395051,0.00174141040538527,0.00152626867327335,0.00123692013816619,0.00156074456658097,0.00161321772737824,0.00129378866453318,0.00191411370576548,0.00260513364045421,0.00170850059878441,0.00209183326412737,0.00133350433709621,0.00140538971124772,0.00141146339117084,0.00163992885345673,0.00122169216477756,0.00114581648259916,0.00141564039087061
