"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23"
"Mean",0.760155555555556,0.763341463414634,0.791866666666667,0.792136363636364,0.883192660550459,0.723315789473684,0.750934782608696,0.760742268041237,0.761541984732824,0.928658536585366,0.800770833333333,0.736098039215686,0.922512820512821,0.939909090909091,0.781245283018868,0.818073170731707,0.759922330097087,0.7631,0.815216494845361,0.739893333333333,0.754474576271186,0.746702702702703,0.781113043478261
"SE",0.00233337065635873,0.00262257002463227,0.00193489726029632,0.00209465532893075,0.00148512704851367,0.00193016955874006,0.00216247995547478,0.00222390373069457,0.0014607893338049,0.00129322877235193,0.00216653559126413,0.00197542941333547,0.00136999438107802,0.00198826494404571,0.00202998867622505,0.00257336166250458,0.00210646456969588,0.00213004793570869,0.00169154784267765,0.00288399238358592,0.00200943761785221,0.00191465123804267,0.00180490819996003
