"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23"
"Mean",0.407688888888889,0.429146341463415,0.446044444444444,0.463136363636364,0.465376146788991,0.389087719298246,0.392282608695652,0.432515463917526,0.396503816793893,0.503829268292683,0.434895833333333,0.37556862745098,0.522435897435897,0.543969696969697,0.422660377358491,0.433756097560976,0.409766990291262,0.44875,0.442742268041237,0.431146666666667,0.418966101694915,0.396972972972973,0.416539130434783
"SE",0.00235713470550404,0.00239425030645839,0.00173301928653361,0.00228999542952063,0.00205935453548192,0.00211545132898003,0.00242543291123289,0.00232719676050701,0.00158387978683869,0.00206267155103241,0.00223030260608447,0.00199222001104733,0.00232134738988291,0.00374763930287997,0.00217579110289838,0.00303417371944329,0.00199053274397693,0.0020093406629538,0.00174197125945046,0.0028510162337152,0.00192377314123309,0.00163203470697769,0.00198308174408498
