"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23"
"Mean",0.188977777777778,0.203829268292683,0.198533333333333,0.214181818181818,0.196366972477064,0.163789473684211,0.181978260869565,0.197257731958763,0.162992366412214,0.217048780487805,0.190083333333333,0.165392156862745,0.248666666666667,0.265363636363636,0.183075471698113,0.209341463414634,0.186135922330097,0.220475,0.193876288659794,0.21464,0.175203389830508,0.169783783783784,0.181913043478261
"SE",0.00148155035837811,0.00131751073936239,0.00111428804336599,0.00141717338288508,0.00132272906440084,0.00122429845563145,0.00146004432549145,0.00125033769544234,0.0010866733678454,0.00148841372831666,0.00139602431170408,0.00105415285402417,0.00149078976140036,0.00221057336677599,0.00154209266855856,0.00179729490772199,0.00120778351872428,0.00121609272386034,0.00126492945126212,0.00130993443041227,0.00107113410344664,0.000885264289663424,0.0012174659855857
