"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12","Pop13","Pop14","Pop15","Pop16","Pop17","Pop18","Pop19","Pop20","Pop21","Pop22","Pop23"
"Mean",0.0856222222222222,0.0912926829268293,0.0807555555555556,0.0924090909090909,0.0783302752293578,0.065578947368421,0.0808260869565217,0.0824742268041237,0.064381679389313,0.092780487804878,0.0845208333333333,0.073,0.107384615384615,0.118333333333333,0.0762452830188679,0.0959268292682927,0.0809126213592233,0.1073,0.0812371134020619,0.106266666666667,0.0678135593220339,0.0682342342342342,0.0734086956521739
"SE",0.000622758778741152,0.000771635703105871,0.000701349725312114,0.000785877200677135,0.000604795498566088,0.000549959385922992,0.000793885910316901,0.000361038656150779,0.000558766320726314,0.000697066856892676,0.000726762665600599,0.000486960123521544,0.000761964896712166,0.000645573836914141,0.000663902780731526,0.000304960641825901,0.0005460433115014,0.000571465787508391,0.000735173045689519,0.000383633091243958,0.000588457592124682,0.000324780371881295,0.000536944924753568
