"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12"
"Mean",0.838916666666667,0.84351724137931,0.845047619047619,0.90762962962963,0.831022222222222,0.81969696969697,0.7974,0.787371428571429,0.819055555555556,0.83,0.842631578947368,0.845875
"SE",0.00225999782751239,0.00243319056755258,0.00194849592163121,0.00210113455845367,0.00319998762955624,0.00210133921058284,0.00331790551311938,0.00214429229544023,0.00242205873990459,0.00198621069451074,0.001794207553144,0.00256406515327135
