"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12"
"Mean",0.689416666666667,0.686206896551724,0.675095238095238,0.789111111111111,0.651244444444444,0.65,0.650066666666667,0.627314285714286,0.656888888888889,0.674171428571429,0.679263157894737,0.6745625
"SE",0.00246882984370123,0.00330285587831304,0.00231286460396675,0.00251687417122239,0.00320634900478309,0.00192778109084778,0.00345147872814271,0.00212106063198873,0.00251670487131243,0.00200640420810585,0.00192735808732755,0.00266262607075897
