"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12"
"Mean",0.863333333333333,0.872965517241379,0.873523809523809,0.921851851851852,0.856755555555556,0.855030303030303,0.8286,0.825828571428571,0.857055555555556,0.858342857142857,0.870947368421053,0.8769375
"SE",0.00213455730586139,0.00232890405135806,0.00177415574020838,0.00199091873737119,0.00305504787183375,0.0019608337004863,0.00327532559262398,0.00207927780253513,0.00233854297491052,0.00198980510679105,0.00172607755590798,0.00229791138448851
