"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12"
"Mean",0.410333333333333,0.342275862068966,0.271380952380952,0.412074074074074,0.2532,0.332484848484848,0.343533333333333,0.307771428571429,0.318777777777778,0.301828571428571,0.285368421052632,0.26925
"SE",0.00210112311051494,0.00195535149636456,0.000974313259561603,0.00179350217042646,0.0010615833002605,0.00123380137608118,0.00210414865201254,0.00129430030661755,0.00113522050692667,0.00112809243061142,0.00155202587854007,0.00215116364092089
