"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12"
"Mean",0.72925,0.733586206896552,0.724380952380952,0.82837037037037,0.698133333333333,0.69969696969697,0.699066666666667,0.670514285714286,0.7085,0.722857142857143,0.732210526315789,0.7309375
"SE",0.00245052071409468,0.00295921084748008,0.00230586435813336,0.00239123480843113,0.00332552250454745,0.002140556718759,0.00333641006969996,0.00223042784960527,0.002498782454203,0.00217285049952371,0.00193036847544612,0.00265500641347836
