"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12"
"Mean",0.915666666666667,0.921793103448276,0.927761904761905,0.95437037037037,0.908311111111111,0.909878787878788,0.890333333333333,0.886685714285714,0.913666666666667,0.911085714285714,0.921157894736842,0.924625
"SE",0.00177682074551745,0.00192813982871407,0.00154929512035924,0.00142836571134947,0.00268525474358164,0.00186461428909324,0.00263487224931439,0.0020323521338849,0.00199904106257122,0.00187257391473134,0.0014975614734906,0.00209292963544354
