"Npop2","Npop3","Npop4","Npop6","Npop7","Npop8","Npop9","Npop11","Npop12","Npop13","Npop14","Npop15","Npop16","Npop17","Npop18","Npop19","Npop20","Npop21","Npop22","Npop23","Npop24","Npop25"
0.62217359591539,0.650619985412108,0.669584245076586,0.714806710430343,0.722100656455142,0.695113056163384,0.720641867250182,0.758570386579139,0.7454412837345,0.757840991976659,0.768781911013859,0.786287381473377,0.776805251641138,0.806710430342815,0.796498905908096,0.831509846827133,0.811086797957695,0.814004376367615,0.830051057622174,0.825674690007294,0.844638949671772,0.846827133479212
0.582786287381473,0.641867250182349,0.661560904449307,0.681254558716266,0.698030634573304,0.719183078045222,0.724288840262582,0.7563822027717,0.75127644055434,0.74981765134938,0.775346462436178,0.741064916119621,0.793581327498177,0.788475565280817,0.800145878920496,0.825674690007294,0.816192560175055,0.814004376367615,0.834427425237053,0.822757111597374,0.848285922684172,0.845368344274252
0.596644784828592,0.636032093362509,0.659372720641867,0.695113056163384,0.704595185995624,0.735959153902261,0.75127644055434,0.74981765134938,0.74398249452954,0.74398249452954,0.779722830051058,0.777534646243618,0.795040116703136,0.789204959883297,0.816921954777535,0.806710430342815,0.813274981765135,0.811086797957695,0.835156819839533,0.839533187454413,0.836615609044493,0.846097738876732
0.602479941648432,0.62363238512035,0.653537563822028,0.673960612691466,0.669584245076586,0.711159737417943,0.722830051057622,0.766593727206419,0.733041575492341,0.773158278628738,0.779722830051058,0.777534646243618,0.787016776075857,0.792851932895697,0.800145878920496,0.792122538293217,0.837345003646973,0.822757111597374,0.830051057622174,0.812545587162655,0.855579868708972,0.856309263311452
0.61925601750547,0.609773887673231,0.635302698760029,0.705324580598104,0.684901531728665,0.702407002188184,0.733770970094821,0.75346462436178,0.761487964989059,0.7563822027717,0.770240700218818,0.784828592268417,0.795769511305616,0.788475565280817,0.795769511305616,0.827862873814734,0.816921954777535,0.815463165572575,0.828592268417214,0.830780452224654,0.845368344274252,0.852662290299052
0.614879649890591,0.634573304157549,0.636761487964989,0.695842450765864,0.716994894237783,0.722100656455142,0.700218818380744,0.763676148796499,0.764405543398979,0.772428884026258,0.788475565280817,0.763676148796499,0.794310722100656,0.797957695113056,0.802334062727936,0.811086797957695,0.824215900802334,0.817651349380015,0.841721371261853,0.843180160466813,0.838074398249453,0.851203501094092
0.62946754194019,0.654266958424508,0.632385120350109,0.703136396790664,0.697301239970824,0.703136396790664,0.722830051057622,0.742523705324581,0.760029175784099,0.785557986870897,0.796498905908096,0.799416484318016,0.784828592268417,0.811086797957695,0.791393143690737,0.794310722100656,0.809628008752735,0.818380743982494,0.824945295404814,0.842450765864333,0.846097738876732,0.855579868708972
0.596644784828592,0.638949671772429,0.650619985412108,0.659372720641867,0.709700948212983,0.733770970094821,0.738147337709701,0.7527352297593,0.761487964989059,0.75200583515682,0.7563822027717,0.789204959883297,0.770970094821298,0.789934354485777,0.800145878920496,0.825674690007294,0.822027716994894,0.832239241429613,0.836615609044493,0.840262582056893,0.824215900802334,0.840991976659373
0.618526622902991,0.649890590809628,0.645514223194748,0.680525164113786,0.730853391684901,0.736688548504741,0.716265499635303,0.762217359591539,0.773158278628738,0.766593727206419,0.783369803063457,0.793581327498177,0.803063457330416,0.804522246535376,0.821298322392414,0.792851932895697,0.811086797957695,0.830780452224654,0.835156819839533,0.822027716994894,0.844638949671772,0.844638949671772
0.602479941648432,0.657184536834427,0.62946754194019,0.700948212983224,0.696571845368344,0.728665207877462,0.680525164113786,0.74690007293946,0.733770970094821,0.757840991976659,0.777534646243618,0.772428884026258,0.789934354485777,0.797228300510576,0.811816192560175,0.817651349380015,0.792851932895697,0.838074398249453,0.839533187454413,0.847556528081692,0.849744711889132,0.839533187454413
0.609773887673231,0.601750547045952,0.660831509846827,0.673960612691466,0.719912472647702,0.714077315827863,0.74617067833698,0.741064916119621,0.738147337709701,0.767323121808899,0.782640408460977,0.777534646243618,0.796498905908096,0.786287381473377,0.789204959883297,0.815463165572575,0.812545587162655,0.827133479212254,0.814733770970095,0.826404084609774,0.827133479212254,0.850474106491612
0.604668125455872,0.650619985412108,0.682713347921225,0.692195477753465,0.687819110138585,0.698030634573304,0.718453683442743,0.743253099927061,0.7563822027717,0.766593727206419,0.765864332603939,0.775346462436178,0.795769511305616,0.792122538293217,0.809628008752735,0.801604668125456,0.822027716994894,0.835886214442013,0.820568927789934,0.818380743982494,0.832239241429613,0.857038657913931
0.612691466083151,0.638220277169949,0.646243617797228,0.702407002188184,0.719912472647702,0.697301239970824,0.74981765134938,0.765864332603939,0.75346462436178,0.766593727206419,0.768781911013859,0.782640408460977,0.797957695113056,0.787746170678337,0.807439824945295,0.804522246535376,0.826404084609774,0.824945295404814,0.839533187454413,0.857038657913931,0.849744711889132,0.852662290299052
0.612691466083151,0.664478482859227,0.671043034281546,0.700948212983224,0.699489423778264,0.705324580598104,0.742523705324581,0.74835886214442,0.74471188913202,0.781181619256017,0.7527352297593,0.773158278628738,0.784828592268417,0.803063457330416,0.808898614150255,0.819110138584975,0.838803792851933,0.838803792851933,0.823486506199854,0.838803792851933,0.850474106491612,0.854121079504012
0.606856309263311,0.657184536834427,0.666666666666667,0.676878191101386,0.692195477753465,0.686360320933625,0.732312180889861,0.75492341356674,0.764405543398979,0.779722830051058,0.74690007293946,0.778264040846098,0.775346462436178,0.787016776075857,0.795040116703136,0.799416484318016,0.822027716994894,0.828592268417214,0.838803792851933,0.803792851932896,0.832239241429613,0.848285922684172
0.590809628008753,0.646243617797228,0.673231218088986,0.663749088256747,0.668854850474107,0.725747629467542,0.726477024070022,0.741794310722101,0.75419401896426,0.760029175784099,0.735959153902261,0.778264040846098,0.789204959883297,0.785557986870897,0.818380743982494,0.819839533187454,0.812545587162655,0.808169219547775,0.832968636032093,0.844638949671772,0.839533187454413,0.850474106491612
0.62217359591539,0.618526622902991,0.645514223194748,0.688548504741065,0.701677607585704,0.714077315827863,0.730123997082422,0.715536105032823,0.74398249452954,0.762946754194019,0.765134938001459,0.775346462436178,0.805251641137856,0.781911013858497,0.806710430342815,0.804522246535376,0.826404084609774,0.830780452224654,0.830780452224654,0.832968636032093,0.839533187454413,0.857038657913931
0.62727935813275,0.63092633114515,0.63165572574763,0.681983953318745,0.692924872355945,0.706053975200584,0.727206418672502,0.719912472647702,0.74981765134938,0.773887673231218,0.768052516411379,0.75419401896426,0.804522246535376,0.784828592268417,0.810357403355215,0.814733770970095,0.822757111597374,0.820568927789934,0.824215900802334,0.822027716994894,0.838803792851933,0.859226841721371
0.603938730853392,0.640408460977389,0.663749088256747,0.695113056163384,0.695113056163384,0.727935813274982,0.730853391684901,0.741794310722101,0.760758570386579,0.777534646243618,0.778993435448578,0.787016776075857,0.793581327498177,0.823486506199854,0.815463165572575,0.816921954777535,0.819110138584975,0.832968636032093,0.812545587162655,0.835156819839533,0.837345003646973,0.852662290299052
0.584974471188913,0.62582056892779,0.671043034281546,0.658643326039387,0.697301239970824,0.680525164113786,0.74471188913202,0.74471188913202,0.773158278628738,0.760758570386579,0.774617067833698,0.797957695113056,0.780452224653538,0.777534646243618,0.803792851932896,0.805981035740336,0.805251641137856,0.832968636032093,0.827862873814734,0.827133479212254,0.840262582056893,0.846097738876732
0.633114514952589,0.614150255288111,0.657913931436907,0.691466083150985,0.686360320933625,0.707512764405543,0.719912472647702,0.737417943107221,0.758570386579139,0.772428884026258,0.782640408460977,0.777534646243618,0.783369803063457,0.814004376367615,0.805251641137856,0.797228300510576,0.820568927789934,0.811816192560175,0.824215900802334,0.843180160466813,0.837345003646973,0.850474106491612
0.611232676878191,0.63019693654267,0.660102115244347,0.698030634573304,0.719183078045222,0.698030634573304,0.717724288840263,0.7454412837345,0.757111597374179,0.776075857038658,0.770240700218818,0.777534646243618,0.800145878920496,0.791393143690737,0.810357403355215,0.791393143690737,0.818380743982494,0.816192560175055,0.832968636032093,0.845368344274252,0.856309263311452,0.846097738876732
0.62290299051787,0.633114514952589,0.62946754194019,0.693654266958424,0.706783369803063,0.699489423778264,0.728665207877462,0.75127644055434,0.7490882567469,0.7454412837345,0.773887673231218,0.790663749088257,0.799416484318016,0.797228300510576,0.800145878920496,0.821298322392414,0.825674690007294,0.819839533187454,0.830051057622174,0.836615609044493,0.824945295404814,0.845368344274252
0.611232676878191,0.63019693654267,0.638949671772429,0.666666666666667,0.680525164113786,0.727935813274982,0.735959153902261,0.728665207877462,0.757111597374179,0.768781911013859,0.762217359591539,0.774617067833698,0.814733770970095,0.796498905908096,0.803063457330416,0.822757111597374,0.816192560175055,0.815463165572575,0.835886214442013,0.844638949671772,0.840262582056893,0.854121079504012
0.582786287381473,0.61925601750547,0.634573304157549,0.667396061269147,0.675419401896426,0.741064916119621,0.711159737417943,0.726477024070022,0.7563822027717,0.765864332603939,0.785557986870897,0.792851932895697,0.790663749088257,0.800875273522976,0.808898614150255,0.819110138584975,0.811816192560175,0.813274981765135,0.828592268417214,0.843909555069292,0.843180160466813,0.845368344274252
0.633114514952589,0.654996353026988,0.646973012399708,0.665937272064187,0.719183078045222,0.717724288840263,0.735959153902261,0.737417943107221,0.759299781181619,0.757840991976659,0.757840991976659,0.775346462436178,0.779722830051058,0.807439824945295,0.798687089715536,0.806710430342815,0.822027716994894,0.825674690007294,0.840262582056893,0.827133479212254,0.848285922684172,0.839533187454413
0.607585703865791,0.659372720641867,0.657913931436907,0.700218818380744,0.708242159008023,0.711889132020423,0.74398249452954,0.74690007293946,0.759299781181619,0.7527352297593,0.7563822027717,0.781181619256017,0.785557986870897,0.798687089715536,0.797228300510576,0.810357403355215,0.811816192560175,0.819110138584975,0.824945295404814,0.828592268417214,0.848285922684172,0.851203501094092
0.62509117432531,0.617067833698031,0.654996353026988,0.679066374908826,0.692195477753465,0.717724288840263,0.74762946754194,0.74981765134938,0.7454412837345,0.778993435448578,0.781181619256017,0.794310722100656,0.775346462436178,0.794310722100656,0.803063457330416,0.814733770970095,0.813274981765135,0.832239241429613,0.835886214442013,0.833698030634573,0.842450765864333,0.840991976659373
0.612691466083151,0.63019693654267,0.650619985412108,0.681983953318745,0.692924872355945,0.704595185995624,0.733770970094821,0.74835886214442,0.765134938001459,0.7490882567469,0.765864332603939,0.789204959883297,0.784828592268417,0.795769511305616,0.808898614150255,0.799416484318016,0.814733770970095,0.832239241429613,0.835156819839533,0.851932895696572,0.833698030634573,0.846827133479212
0.62509117432531,0.614150255288111,0.640408460977389,0.698760029175784,0.708971553610503,0.724288840262582,0.735959153902261,0.766593727206419,0.757111597374179,0.768781911013859,0.778993435448578,0.786287381473377,0.777534646243618,0.805251641137856,0.803063457330416,0.800875273522976,0.817651349380015,0.824215900802334,0.813274981765135,0.843180160466813,0.839533187454413,0.850474106491612
0.63092633114515,0.633114514952589,0.641137855579869,0.702407002188184,0.684172137126185,0.733041575492341,0.729394602479942,0.757840991976659,0.74762946754194,0.778993435448578,0.74617067833698,0.762946754194019,0.796498905908096,0.795769511305616,0.800875273522976,0.825674690007294,0.811816192560175,0.824945295404814,0.835156819839533,0.847556528081692,0.848285922684172,0.857038657913931
0.600291757840992,0.62582056892779,0.63165572574763,0.703136396790664,0.719183078045222,0.703136396790664,0.710430342815463,0.769511305616338,0.773158278628738,0.7527352297593,0.771699489423778,0.791393143690737,0.808898614150255,0.784828592268417,0.809628008752735,0.818380743982494,0.804522246535376,0.829321663019694,0.816192560175055,0.844638949671772,0.845368344274252,0.853391684901532
0.613420860685631,0.63165572574763,0.639679066374909,0.688548504741065,0.711159737417943,0.694383661560904,0.738147337709701,0.763676148796499,0.769511305616338,0.760758570386579,0.776075857038658,0.783369803063457,0.781181619256017,0.803792851932896,0.792122538293217,0.811086797957695,0.797957695113056,0.833698030634573,0.827862873814734,0.843180160466813,0.860685630926331,0.832968636032093
0.600291757840992,0.63165572574763,0.646243617797228,0.707512764405543,0.681254558716266,0.706053975200584,0.707512764405543,0.74398249452954,0.75200583515682,0.75346462436178,0.7527352297593,0.774617067833698,0.787746170678337,0.795040116703136,0.806710430342815,0.813274981765135,0.822027716994894,0.836615609044493,0.830780452224654,0.833698030634573,0.862144420131291,0.854850474106492
0.611232676878191,0.639679066374909,0.62873814733771,0.703865791393144,0.699489423778264,0.727935813274982,0.741794310722101,0.743253099927061,0.764405543398979,0.769511305616338,0.781181619256017,0.768052516411379,0.805981035740336,0.801604668125456,0.811086797957695,0.819110138584975,0.827133479212254,0.834427425237053,0.824945295404814,0.821298322392414,0.845368344274252,0.859956236323851
0.598103574033552,0.614879649890591,0.62071480671043,0.677607585703866,0.670313639679066,0.709700948212983,0.730853391684901,0.75127644055434,0.74471188913202,0.760758570386579,0.774617067833698,0.781181619256017,0.803063457330416,0.778993435448578,0.816192560175055,0.813274981765135,0.811816192560175,0.830780452224654,0.822027716994894,0.827862873814734,0.842450765864333,0.833698030634573
0.611962071480671,0.638220277169949,0.659372720641867,0.670313639679066,0.660831509846827,0.708971553610503,0.711159737417943,0.762217359591539,0.7490882567469,0.765134938001459,0.759299781181619,0.760758570386579,0.786287381473377,0.799416484318016,0.792851932895697,0.790663749088257,0.813274981765135,0.830780452224654,0.824215900802334,0.838803792851933,0.838803792851933,0.845368344274252
0.63019693654267,0.644784828592268,0.633114514952589,0.689277899343545,0.699489423778264,0.731582786287381,0.703136396790664,0.762217359591539,0.762946754194019,0.743253099927061,0.789934354485777,0.788475565280817,0.790663749088257,0.795769511305616,0.778993435448578,0.805981035740336,0.812545587162655,0.828592268417214,0.827133479212254,0.824945295404814,0.824945295404814,0.843909555069292
0.609044493070751,0.649890590809628,0.675419401896426,0.703136396790664,0.693654266958424,0.712618526622903,0.736688548504741,0.75492341356674,0.74690007293946,0.7454412837345,0.773158278628738,0.791393143690737,0.781181619256017,0.792851932895697,0.797228300510576,0.817651349380015,0.815463165572575,0.830780452224654,0.824945295404814,0.836615609044493,0.850474106491612,0.851203501094092
0.62946754194019,0.62873814733771,0.644784828592268,0.671043034281546,0.684901531728665,0.731582786287381,0.741794310722101,0.74762946754194,0.765864332603939,0.763676148796499,0.772428884026258,0.781911013858497,0.785557986870897,0.798687089715536,0.802334062727936,0.799416484318016,0.821298322392414,0.811816192560175,0.831509846827133,0.839533187454413,0.846097738876732,0.843909555069292
0.649161196207148,0.640408460977389,0.651349380014588,0.706783369803063,0.692195477753465,0.719183078045222,0.716994894237783,0.75346462436178,0.741064916119621,0.7563822027717,0.788475565280817,0.779722830051058,0.770970094821298,0.816192560175055,0.805981035740336,0.805981035740336,0.830780452224654,0.843180160466813,0.842450765864333,0.819839533187454,0.838803792851933,0.846827133479212
0.62290299051787,0.657913931436907,0.680525164113786,0.696571845368344,0.713347921225383,0.712618526622903,0.733041575492341,0.75492341356674,0.75054704595186,0.767323121808899,0.770240700218818,0.778993435448578,0.779722830051058,0.784099197665937,0.804522246535376,0.823486506199854,0.811816192560175,0.831509846827133,0.843180160466813,0.843180160466813,0.833698030634573,0.840262582056893
0.593727206418672,0.637490882567469,0.661560904449307,0.693654266958424,0.686360320933625,0.712618526622903,0.722830051057622,0.725018234865062,0.75346462436178,0.758570386579139,0.796498905908096,0.789934354485777,0.791393143690737,0.798687089715536,0.791393143690737,0.801604668125456,0.822757111597374,0.826404084609774,0.837345003646973,0.845368344274252,0.840991976659373,0.855579868708972
