"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12"
"Mean",0.96059842519685,0.969086614173228,0.967237288135593,0.948279069767442,0.950650406504065,0.933206611570248,0.951683333333333,0.94853125,0.955766666666667,0.97752,0.963384615384615,1
"SE",0.00119576443128904,0.000452028808739697,0.000762914125403124,0.000847792479700866,0.00107332648895042,0.0013308200803674,0.000917220334401301,0.000941968101734007,0.00101324011630452,0.000633989815511531,0.00106139707077304,0
