"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12"
"Mean",0.91,0.929385826771653,0.921491525423729,0.89093023255814,0.896130081300813,0.883553719008265,0.90175,0.90409375,0.911383333333333,0.948784,0.930307692307692,0.966212389380531
"SE",0.00201163361892431,0.000744660438830061,0.00112196679502137,0.00128750730642108,0.00148025423961781,0.00165578425070815,0.00151818102878452,0.00126175661783495,0.00134980865727961,0.000968962571480373,0.00128243855092146,0.000825391465068908
