"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12"
"Mean",0.864282608695652,0.871726775956284,0.863868852459016,0.859027932960894,0.863237569060774,0.865377049180328,0.865681318681319,0.871571428571429,0.846590163934426,0.87016393442623,0.86943956043956,0.878768361581921
"SE",0.000831739715481577,0.00110393702491264,0.000910850124273093,0.000991671365644149,0.00118193959118744,0.000923871886262681,0.000984826631235289,0.000805863792180904,0.00136482793110803,0.00106803977514653,0.000874669271593039,0.00123396711071792
