"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12"
"Mean",0.696728260869565,0.703846994535519,0.71279781420765,0.709787709497207,0.709425414364641,0.712852459016393,0.708527472527473,0.716571428571429,0.692065573770492,0.711530054644809,0.713769230769231,0.733423728813559
"SE",0.000747305470275343,0.00129196514491541,0.00154323737031939,0.00126460845634916,0.00123309614818756,0.000877503855926428,0.000905271820057511,0.000660868688254909,0.00181661919560144,0.00117036300442641,0.000872030220136313,0.00126524150595175
