"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12"
"Mean",0.92479347826087,0.929169398907104,0.924120218579235,0.917195530726257,0.921480662983425,0.925420765027322,0.927098901098901,0.930241758241758,0.911224043715847,0.928983606557377,0.929505494505494,0.930350282485876
"SE",0.00076348506135722,0.000739094004851031,0.000643737266824595,0.000783158449969484,0.000928943601082784,0.000794936742113573,0.000783560138807103,0.000747498835705473,0.000935009613149332,0.000818667101798324,0.000638811220201621,0.00103801693759626
