"","Pop1","Pop2","Pop3","Pop4","Pop5","Pop6","Pop7","Pop8","Pop9","Pop10","Pop11","Pop12"
"Mean",0.981304347826087,0.984371584699454,0.981311475409836,0.975564245810056,0.979823204419889,0.982404371584699,0.986384615384615,0.984032967032967,0.981103825136612,0.985540983606557,0.982,1
"SE",0.000466110195152824,0.000353174362334576,0.000350384577991943,0.000416842996676059,0.000412590895766155,0.000411055273360793,0.000395504977952758,0.000395478054411975,0.000386183060480193,0.000383730712589522,0.000345041605316281,0
